Newly Added,ID,Industry,Code,Alphabet,Numeric,Type ,Segment Name,Display Name,Real Value,Group,Type,Value,New Attribute Name,Rename,Meaning
,190,Politics and social issues,F4,F,4,Interests,Society,Society,,Social,Communication,Low,,,
,308,Social media,I3.6,I,3.6,Interests,Social Media,Social Media,& Social Media,Technology,Leisure,Low,,,
,190,Politics and social issues,F4,F,4,App Category,Social,Social,,Social,Communication,Low,,,
,261,Association football (Soccer),H2.2,H,2.2,Interests,Soccer,Soccer,,Hobbies And Activities,Sports,Low,,,
N,276,Technology,I,I,,Brands Visited,Signwave Visitors,Signwave ,,Technology,Professional,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Siesta Visitors,Siesta , ,Travel,Accommodation,Low,,,
,269,Snowboarding,H2.10,H,2.1,Interests,Snowboarding,Snowboarding,,Hobbies And Activities,Sports,Low,,,
,245,Jewelry,G3.3,G,3.3,place Categories,Showcase Jewellers Visitors,Showcase Jewellers ,,Shopping & Fashion,Jewelry,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Shore Hire Visitors,Shore Hire ,,Automotive,Rental Service,Low,,,
,316,Transportation,J3,J,3,Brand Visited,Shore Hire Visitors,Shore Hire ,,Transportation,rental service,Low,,,
,354,Shopping malls,N6,N,6,Place Categories,Shopping Mall Visitors,Shopping Mall ,,Shopping & Fashion,Shoppers,Low,,,
,228,Shopping and fashion,G,G,,Place Categories,Shopping Area Visitors,Shopping Area ,,Shopping & Fashion,Shoppers,Low,,,
,112,Physical fitness,D4,D,4,Brand Visited,Snap Fitness,Snap Fitness,,Fitness And Wellness,Fitness Care,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Smiggle,Smiggle,,Shopping & Fashion,House & Personal ,Low,,,
,299,Smartphones,I2.10,I,2.1,Interests,Smartphones,Smartphones,,Technology,Electronic Devices,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Shoes & Sox Visitors,Shoes & Sox ,,Shopping & Fashion,Footware,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Shoalhaven Heads Hotel Visitors,Shoalhaven Heads Hotel , ,Travel,Accommodation,High,,,
,116,Food and drink,E,E,,Brand Visited,Shimbashi Soba & Sake Bar Visitors,Shimbashi Soba & Sake Bar ,,Restaurants,Food & Drink,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Shiels Visitors,Shiels ,,Shopping & Fashion,Jewelry,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Sheridan Visitors,Sheridan ,,Shopping & Fashion,Shoppers,Low,Yes,Furniture Explorer,people Mostly online searching or clicked ads related to furniture buyers
,104,Parenting,C7,C,7,Interests,Smart Baby Watch,Smart Baby Watch, ,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Interests,Smart Baby Watch,Smart Baby Watch, ,Family And Relationships,Marital Status,Low,,,
,6,Business,A5,A,5,Brand Visited,Shell Visitors,Shell , ,Business,petroleum products,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Shell Visitors,Shell ,,Business,Petroleum products,Low,,,
,6,Business,A5,A,5,Place Categories,Small & Medium Enterprises,Small & Medium Enterprises,,Business,Professional,Low,,,
N,353,Online shopping,N5,N,5,Brands Visited,Sheike Visitors,Sheike,,Shopping & Fashion,Appreal,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Shaver Shop Visitors,Shaver Shop ,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Shaver Shop Visitors,Shaver Shop ,,Shopping & Fashion,Shoppers,Low,,,
,330,Health care,K,K,,Interests,Sleep Disorders,Sleep Disorders,,Health,Medical Care,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Skoda,Skoda,,Automotive,Vehicles,Low,,,
,121,Beverages,E2,E,2,Brand Visited,Share Tea Visitors,Share Tea ,,Beverage,Non Alcoholic,Low,,,
,126,Tea,E2.5,E,2.5,Brand Visited,Share Tea Visitors,Share Tea ,,Beverage,Non Alcoholic,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Shanghai Street Dumpling Visitors,Shanghai Street Dumpling ,,Restaurants,Food & Drink,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Shandong Mama Visitors,Shandong Mama ,,Restaurants,Food & Drink,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Shahi India Visitors,Shahi India ,,Shopping & Fashion,Grocery,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Sezar Visitors,Sezar ,,Restaurants,Food & Drink,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,SES Fashion Visitors,SES Fashion ,,Shopping & Fashion,Shoppers,Low,,,
,343,Property,M5,M,5,Place Categories,Serviced Residence Visitors,Serviced Residence ,,Home And Garden,Property,Low,,,
,330,Health care,K,K,,Interests,Skincare Video,Skincare Video,,Health,Medicine,Low,,,
,276,Technology,I,I,,Place Categories,Service Providers Visitors,Service Providers ,,Technology,Electronic Devices,Low,,,
,229,Beauty,G1,G,1,Brand Visited,Sephora Visitors,Sephora ,,Beauty,Personal Wellness,Low,,,
,231,Cosmetics,G1.2,G,1.2,Brand Visited,Sephora Visitors,Sephora ,,Beauty,Cosmetics,Low,,,
,330,Health care,K,K,,Interests,Skin and Dermatology,Skin and Dermatology,,Health,Medical Care,Low,,,
,268,Skiing,H2.9,H,2.9,Interests,Skiing,Skiing,,Hobbies And Activities,Sports,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Skechers,Skechers,,Shopping & Fashion,Footware,Low,,,
N,236,Clothing,G2,G,2,Brands Visited,Seed Heritage Visitors,Seed Heritage,,Shopping & Fashion,Apparel,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,SEED Visitors,SEED ,,Shopping & Fashion,Apparel,Low,,,
,259,Sports,H2,H,2,Interests,Skateboarding,Skateboarding,,Hobbies And Activities,Sports,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Secret Kitchen Visitors,Secret Kitchen ,,Restaurants,Food & Drink,Low,,,
,203,Air travel,F5.2,F,5.2,Brand Visited,Singapore Airlines,Singapore Airlines,,Travel,Consultancy,Low,,,
,26,Real estate,A14,A,14,Brand Visited,Seashells Hospitality Group Visitors,Seashells Hospitality Group ,,Business,Property,Low,,,
,343,Property,M5,M,5,Brand Visited,Seashells Hospitality Group Visitors,Seashells Hospitality Group ,,Business,Property,Low,,,
,47,Simulation games,B1.16,B,1.16,App Category,Simulation Games,Simulation Games,,Hobbies And Activities,Games,Low,,,
,154,Seafood,E5.7,E,5.7,Place Categories,Seafood Restaurant Visitors,Seafood Restaurant ,,Restaurants,Fine Dining,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Seafolly Visitors,Seafolly , ,Hobbies And Activities,Community,Low,,,
,259,Sports,H2,H,2,Place Categories,Scuba Diving Venue Visitors,Scuba Diving Venue ,,Hobbies And Activities,Sports,Low,,,
,107,Family Events,C10,C,10,Brand Visited,Simplicity Funerals,Simplicity Funerals,,Social,Event Management,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Simplicity Funerals,Simplicity Funerals,,Social,Event Management,Low,,,
,61,Theatre,B2.9,B,2.9,Interests,Shows,Shows,,Entertainment,Leisure,Low,,,
,228,Shopping and fashion,G,G,,Interests,Shopping,Shopping,,Shopping & Fashion,Shoppers,Low,,,
,347,Shopping,N,N,,Interests,Shopping,Shopping,,Shopping & Fashion,House & Personal ,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Schnitz Visitors,Schnitz ,,Restaurants,Food & Drink,Low,,,
,343,Property,M5,M,5,Brand Visited,Sca Property Group Visitors,Sca Property Group ,,Home And Garden,Accommodation,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Sass & Bide Visitors,Sass & Bide ,,Shopping & Fashion,Shoppers,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Saravanaa Bhavan Visitors,Saravanaa Bhavan ,,Restaurants,Food & Drink,Low,,,
,147,Food,E5,E,5,Brand Visited,Sara Lee Visitors,Sara Lee ,,Food,Shoppers,Low,,,
,276,Technology,I,I,,Brand Visited,Sanity Visitors,Sanity , ,Technology,Electronic Devices,Low,,,
,228,Shopping and fashion,G,G,,Geo Behaviour,Shopaholics,Shopaholics,,Shopping & Fashion,Shoppers,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Sandler Visitors,Sandler ,,Shopping & Fashion,Footware,Low,,,
,147,Food,E5,E,5,Brand Visited,San Churro Visitors,San Churro ,,Food,Shoppers,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,San Churro Visitors,San Churro ,,Restaurants,Fast Food,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Samuel Pepys Wine Merchant Visitors,Samuel Pepys Wine Merchant , ,Beverage,Alcoholic,Low,,,
,276,Technology,I,I,,Brand Visited,Samsung Visitors,Samsung , ,Technology,Electronic Devices,Low,,,
,338,Home and garden,M,M,,Brand Visited,Sheridan,Sheridan,,Home And Garden,Homeware,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Sheridan,Sheridan,,Home And Garden,Homeware,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Shell,Shell,,Business,Petroleum products,Low,,,
,286,Software,I1.9,I,1.9,Interests,Shareware and Freeware,Shareware and Freeware,,Technology,Products,Low,,,
,126,Tea,E2.5,E,2.5,Brand Visited,Sharetea,Sharetea,,Beverage,Non Alcoholic,Low,,,
,112,Physical fitness,D4,D,4,Brand Visited,Sam's Fitness Visitors,Sam's Fitness , ,Fitness And Wellness,Fitness Care,Low,,,
,338,Home and garden,M,M,,Brand Visited,Samios Visitors,Samios ,,Home And Garden,Homeware,Low,,,
,6,Business,A5,A,5,Brand Visited,Salvos Stores Visitors,Salvos Stores , ,Business,Professional,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Salvos Stores Visitors,Salvos Stores ,,Shopping & Fashion,Shoppers,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Salts of the Earth Visitors,Salts of the Earth ,,Travel,Leisure,Low,,,
N,151,Fast food,E5.4,E,5.4,Brands Visited,Salsa's Visitors,Salsa's ,,Food,Subsidiary,Low,,,
,140,Mexican cuisine,E4.10,E,4.1,Brand Visited,Salsas Visitors,Salsas ,,Food,Mexican Cuisine,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Serviced Apartments Travellers,Serviced Apartments Travellers,,Travel,Accommodation,Low,,,
,147,Food,E5,E,5,Brand Visited,Sakura Kaiten Sushi Visitors,Sakura Kaiten Sushi ,,Food,Shoppers,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Sephora,Sephora,,Beauty,Skincare,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Safeway Visitors,Safeway ,,Business,Professional,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Sephora,Sephora,,Beauty,Skincare,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Sabo Skirt Visitors,Sabo Skirt ,,Shopping & Fashion,Shoppers,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Rydges Visitors,Rydges , ,Travel,Accommodation,Low,,,
,276,Technology,I,I,,Brand Visited,Ryda dot Com Visitors,Ryda dot Com , ,Technology,Electronic Devices,Low,,,
,330,Health care,K,K,,Interests,Senior Health,Senior Health,,Health,Personal Wellness,Low,,,
,128,Baking,E3.1,E,3.1,Brand Visited,Rustica Sourdough Bakery Visitors,Rustica Sourdough Bakery ,,Food,Bakery,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Running Bare Visitors,Running Bare ,,Shopping & Fashion,Shoppers,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Sedan,Sedan,,Automotive,Vehicles,Low,,,
,332,Education,L,L,,Interests,Secondary Education,Secondary Education,,Education,Student Life,Low,,,
,276,Technology,I,I,,Interests,Search,Search,,Technology,Communication,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Rubi Visitors,Rubi ,,Shopping & Fashion,Shoppers,Low,,,
,331,Nursing,K1,K,1,Brand Visited,RSL LifeCare Visitors,RSL LifeCare ,,Health,Medical Care,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,RSL Clubs Visitors,RSL Clubs , ,Hobbies And Activities,Community,Low,,,
,201,Travel,F5,F,5,Brand Visited,Royal Freemasons Visitors,Royal Freemasons ,,Travel,Leisure,Low,,,
,148,Barbecue,E5.1,E,5.1,Brand Visited,Roxy Kebabs Visitors,Roxy Kebabs ,,Food,Fast Food,Low,,,
,112,Physical fitness,D4,D,4,Brand Visited,Round Fitness Visitors,Round Fitness ,12 Round Fitness Visitors,Fitness And Wellness,Fitness Care,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Rolld Visitors,Rolld ,,Restaurants,Food & Drink,Low,,,
,259,Sports,H2,H,2,Interests,Scuba Diving,Scuba Diving,,Hobbies And Activities,Sports,Low,,,
,62,Movies,B3,B,3,Interests,Screenwriting,Screenwriting,,Entertainment,Movie,Low,,,
,165,Hobbies and activities,F,F,,Interests,Scrapbooking,Scrapbooking,,Hobbies And Activities,ART,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Rockwear Visitors,Rockwear ,,Shopping & Fashion,Shoppers,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Rockmans Visitors,Rockmans ,,Shopping & Fashion,Shoppers,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Rockford Wines Visitors,Rockford Wines , ,Beverage,Alcoholic,Low,,,
,75,Music,B4,B,4,Brand Visited,Rockaway Records Visitors,Rockaway Records ,,Entertainment,Music,Low,,,
,259,Sports,H2,H,2,Place Categories,Rock Climbing Venue Visitors,Rock Climbing Venue ,,Hobbies And Activities,Sports,Low,,,
,73,Science fiction movies,B3.11,B,3.11,Interests,Sci-fi and Fantasy,Sci-fi and Fantasy,,Entertainment,Movie,Low,,,
,27,Science,A15,A,15,Interests,Science,Science,,Education,Subjects,Low,,,
,30,Entertainment,B,B,,Interests,Sanity,Sanity,,Business,Leisure,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,RM Williams Visitors,RM Williams ,,Shopping & Fashion,Footware,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Rivers Australia Visitors,Rivers Australia ,,Travel,Leisure,Low,,,
,290,Audio equipment,I2.1,I,2.1,Brand Visited,Samsung,Samsung,,Technology,Electronic Devices,Low,,,
,299,Smartphones,I2.10,I,2.1,Brand Visited,Samsung,Samsung,,Technology,Electronic Devices,Low,,,
,6,Business,A5,A,5,Brand Visited,Ritchies Store Visitors,Ritchies Store , ,Business,Professional,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Ritchies Store Visitors,Ritchies Store ,,Shopping & Fashion,Shoppers,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Rise Supermarket Visitors,Rise Supermarket ,,Shopping & Fashion,Grocery,Low,,,
,204,Beaches,F5.3,F,5.3,Brand Visited,Rip Curl Visitors,Rip Curl ,,Travel,Leisure,Low,,,
,291,Camcorders,I2.2,I,2.2,Brand Visited,Samsung,Samsung,,Technology,Electronic Devices,Low,,,
,166,Arts and music,F1,F,1,Place Categories,Riot Art & Craft Visitors,Riot Art & Craft ,,Entertainment,Products,Low,,,
,292,Cameras,I2.3,I,2.3,Brand Visited,Samsung,Samsung,,Technology,Electronic Devices,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Ridge Apartment Hotel Visitors,Ridge Apartment Hotel , ,Travel,Accommodation,High,,,
,155,Restaurants,E6,E,6,Brand Visited,Richmond Oysters Visitors,Richmond Oysters ,,Restaurants,Food & Drink,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Richmond Hill Hotel Visitors,Richmond Hill Hotel , ,Travel,Accommodation,High,,,
,26,Real estate,A14,A,14,Brand Visited,Richardson & Wrench Visitors,Richardson & Wrench,,Business,Property,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Rice Workshop Visitors,Rice Workshop ,,Shopping & Fashion,Shoppers,Low,,,
,147,Food,E5,E,5,Brand Visited,Rice Paper Scissors Visitors,Rice Paper Scissors ,,Food,Shoppers,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Ria Money Transfer Visitors,Ria Money Transfer ,,Business,Professional,Low,,,
,331,Nursing,K1,K,1,Brand Visited,RFBI Visitors,RFBI ,,Social,Personal Wellness,Low,,,
,276,Technology,I,I,,Brand Visited,Rexel Electrical Visitors,Rexel Electrical , ,Technology,Electronic Devices,Low,,,
,296,Mobile phones,I2.7,I,2.7,Brand Visited,Samsung,Samsung,,Technology,Electronic Devices,Low,,,
,351,Sales,N3.1,N,3.1,Interests,Sales and Promotions,Sales and Promotions,,Shopping & Fashion,Apparel,Low,,,
,259,Sports,H2,H,2,Interests,Sailing,Sailing,,Hobbies And Activities,Sports,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Safeway,Safeway,,Shopping & Fashion,Grocery,Low,,,
,330,Health care,K,K,,Interests,Rx Savings,Rx Savings,& Rx Savings,Health,Medicine,Low,,,
,113,Running,D5,D,5,Interests,Running and Jogging,Running and Jogging,,Fitness And Wellness,Fitness Care,Low,,,
,257,Mountain biking,H1.6,H,1.6,Interests,Running & Mountain Bike Trails,Running & Mountain Bike Trails,,Hobbies And Activities,Sports,Low,,,
,259,Sports,H2,H,2,Interests,Rugby,Rugby,,Hobbies And Activities,Sports,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Resthaven Visitors,Resthaven ,,Social,Personal Wellness,Low,,,
,155,Restaurants,E6,E,6,Place Categories,Restaurant Visitors,Restaurant ,,Restaurants,Food & Drink,Low,,,
,330,Health care,K,K,,Place Categories,Respiratory Visitors,Respiratory ,,Health,Medical Care,Low,,,
,194,Law,F4.4,F,4.4,Place Categories,Respect Visitors,Respect ,,Social,Law,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Resorts Visitors,Resorts ,,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Resort Hotel Visitors,Resort Hotel ,,Travel,Accommodation,Low,,,
,343,Property,M5,M,5,Place Categories,Residential Building Visitors,Residential Building ,,Home And Garden,Property,Low,,,
N,45,Role-playing games,B1.14,B,1.14,App Category,Role Playing Games,Role Playing Games,,Hobbies And Activities,Games,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Repco Ltd Visitors,Repco Ltd ,,Automotive,Vehicle Equipment,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Repco Visitors,Repco ,,Automotive,Vehicle Equipment,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Repco Visitors,Repco ,,Automotive,Vehicle Equipment,Low,,,
,40,Massively multiplayer online role-playing games,B1.9,B,1.9,App Category,Role Playing Games,Role Playing Games,,Hobbies And Activities,Games,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Place Categories,Repair Services Visitors,Repair Services ,,Automotive,Service Center,Low,,,
,259,Sports,H2,H,2,Interests,Rodeo,Rodeo,,Hobbies And Activities,Sports,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Rendezvous Hotel Visitors,Rendezvous Hotel , ,Travel,Accommodation,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Renault Visitors,Renault ,,Automotive,Vehicles,Low,,,
,165,Hobbies and activities,F,F,,Geo Behaviour,Rock Climbing Enthusiasts,Rock Climbing Enthusiasts,,Hobbies And Activities,Sports,Low,,,
,276,Technology,I,I,,Interests,Robotics,Robotics,,Technology,Electronic Devices,Low,,,
,316,Transportation,J3,J,3,Interests,Road-Side Assistance,Road-Side Assistance,,Transportation,Service,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Rivers Australia,Rivers Australia,,Shopping & Fashion,Apparel,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Rivers Australia,Rivers Australia,,Shopping & Fashion,Apparel,Low,,,
,276,Technology,I,I,,Brand Visited,Remax Visitors,Remax , ,Technology,Electronic Devices,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Rip Curl,Rip Curl,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Reject Shop Visitors,Reject Shop ,,Shopping & Fashion,Shoppers,Low,,,
,166,Arts and music,F1,F,1,Brand Visited,Riot Art & Craft,Riot Art & Craft,,Business,ART,Low,,,
,330,Health care,K,K,,Place Categories,Rehabilitation Visitors,Rehabilitation ,,Health,Medical Care,Low,,,
,350,Discount stores,N3,N,3,Interests,Rewards ,Rewards ,,Shopping & Fashion,Shoppers,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Regis Aged Care Visitors,Regis Aged Care ,,Health,Medical Care,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Regent Markets Visitors,Regent Markets ,,Shopping & Fashion,Grocery,Low,,,
,354,Shopping malls,N6,N,6,Interests,Rewards,Rewards,& rewards,Shopping & Fashion,Shoppers,Low,,,
,338,Home and garden,M,M,,Brand Visited,Reece Plumbing Visitors,Reece Plumbing ,,Home And Garden,Homeware,Low,,,
,289,Consumer electronics,I2,I,2,Brand Visited,Retravision,Retravision, ,Technology,Electronic Devices,Low,,,
,6,Business,A5,A,5,Brand Visited,Redspot Enterprise Visitors,Redspot Enterprise , ,Business,Professional,Low,,,
,18,Investment,A13.3,A,13.3,Interests,Retirement Planning,Retirement Planning,,Finance,Funds,Low,,,
,7,Construction,A6,A,6,Brand Visited,Redback Lasers Visitors,Redback Lasers ,,Business,Construction,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Red Spice Road Visitors,Red Spice Road ,,Restaurants,Food & Drink,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Red Rooster Visitors,Red Rooster ,,Restaurants,Food & Drink,Low,,,
,21,Income,A13.6,A,13.6,Interests,Retirement Planning,Retirement Planning,,Finance,Funds,Low,,,
,116,Food and drink,E,E,,Brand Visited,Red Rock Noodle Bar Visitors,Red Rock Noodle Bar ,,Restaurants,Food & Drink,Low,,,
,147,Food,E5,E,5,Brand Visited,Red Lea Chicken Visitors,Red Lea Chicken ,,Food,Shoppers,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Red Bottle Visitors,Red Bottle , ,Beverage,Alcoholic,Low,,,
,112,Physical fitness,D4,D,4,Place Categories,Recreation Centers Visitors,Recreation Centers ,,Fitness And Wellness,Fitness Care,Low,,,
,236,Clothing,G2,G,2,place Categories,Retail Fashion Shoppers,Retail Fashion Shoppers,,Shopping & Fashion,Apparel,Low,,,
,248,Retail,G4,G,4,Geo Behaviour,Retail Fashion Shoppers,Retail Fashion Shoppers,,Shopping & Fashion,Apparel,Low,,,
,179,Writing,F1.13,F,1.13,Interests,Resume Writing and Advice,Resume Writing and Advice,,Hobbies And Activities,Professional,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Rebel Visitors,Rebel , ,Hobbies And Activities,Sports equipment,Low,,,
,189,Reptiles,F3.8,F,3.8,Interests,Reptiles,Reptiles,,Pets,Pet Care,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Repco,Repco,,Automotive,Vehicle Equipment,Low,,,
,343,Property,M5,M,5,Interests,Rent & Sell Property,Rent & Sell Property,,Home And Garden,Accommodation,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Renault,Renault,,Automotive,Vehicles,Low,,,
,276,Technology,I,I,,Interests,Remote Working,Remote Working,,Technology,Electronic Devices,Low,,,
,26,Real estate,A14,A,14,Place Categories,Real Estate Agency And Showroom Visitors,Real Estate Agency And Showroom ,,Business,Property,Low,,,
,7,Construction,A6,A,6,Interests,Remodeling & Construction,Remodeling & Construction,,Business,Construction,Low,,,
,342,Home improvement,M4,M,4,Interests,Remodeling & Construction,Remodeling & Construction,,Business,Construction,Low,,,
