maid,interests,brands_visited,place_categories,geobehaviour,Income,age_range,Gender,Flag
0121adda-6221-4d45-bed5-5acad09b8b60,International News|News and Politics|Entertainment|Arts & Entertainment,Jang Gun Visitors|Chemist Warehouse Visitors|Fast Times Visitors|PappaRich Visitors|Chanel Visitors|Dukes Coffee Roasters Visitors|Gazman Visitors|Top Juice Visitors|Aldi Visitors|The North Face Visitors|China Red Visitors|Country Road Visitors|Space Hotel Visitors|Politix Visitors|United Visitors|Plumbing Plus Visitors|Uniqlo Visitors|Tutti Frutti Visitors|Lush Visitors|Specsavers Optometrists Visitors|Laksa Bar Visitors|TAB Visitors|Dan Murphy's Visitors|Oscar Wylee Visitors|Defence Bank Visitors|Puma Visitors|Rice Workshop Visitors|Guzman Y Gomez Visitors|Optus Visitors|8 Hotels Group Visitors|JB Hi-Fi Visitors|Grand Hyatt Visitors|Kookai Visitors|Ella Bache Visitors|Lygon Charcoal Grill & Steakhouse Visitors|Spudbar Visitors|Typo Visitors|Unimoni Visitors|Tokyo Japanese Restaurant Visitors|Sportsgirl Visitors|Essential Beauty Visitors|Bottega Veneta Visitors|Seafolly Visitors|Liquorland Visitors|Bailey Nelson Visitors|Fitness First Visitors|Domino's Pizza Visitors|Dangerfield Visitors|Angus & Coote Visitors|Ezycharge Visitors|The Gpt Group Visitors|The Reject Shop Visitors|Big W Visitors|Student Flights Visitors|Factorie Visitors|Caltex Visitors|7-Eleven Visitors|National Australia Bank Visitors|SEED Visitors|Jacqui E Visitors|crossfit Visitors|Crust Visitors|Honey Birdette Visitors|ASICS Visitors|Jay Jay's Visitors|Mimco Visitors|The Professionals Visitors|kikki.K Visitors|Cotton On Visitors|Sushi Sushi Visitors|Maccaroni Trattoria Italiana Visitors|AMP Bank Visitors|Lovisa Visitors|Tim Ho Wan Visitors|Dior Visitors|Priceline Pharmacy Visitors|Incu Visitors|Pizza Hut Visitors|Just Jeans Visitors|Crazy John's Visitors|Rustica Sourdough Bakery Visitors|Australian Skin Clinics Visitors|Just Cuts Visitors|Guess Visitors|Krispy Kreme Visitors|Vans Visitors|Max Brenner Visitors|Tony Bianco Shoes Visitors|Dotti Visitors|Swarovski Visitors|Coles Supermarket Visitors|Burger King Visitors|Ferragamo Visitors|Dairy Bell Visitors|Zing Visitors|GNC Visitors|Cotton On Kids Visitors|Hyatt Centric Visitors|Looksmart Visitors|Travelex Visitors|Bed Bath N' Table Visitors|ANZ Visitors|Fernwood Fitness Visitors|Jurlique Visitors|Shanghai Street Dumpling Visitors|Nando's Visitors|Ally Fashion Visitors|Cookie Man Visitors|Boost Juice Visitors|Breadtop Visitors|Skechers Visitors|Innisfree Visitors|Vodafone Visitors|Peter Alexander Visitors|Ying Thai 2 Visitors|Rip Curl Visitors|The athletes foot Visitors|Chatime Visitors|Shandong Mama Visitors|Bavarian Bier Cafe Visitors|Target Visitors|Brady Hotels Visitors|Sakura Kaiten Sushi Visitors|Victoria's Secret Visitors|Nine West Visitors|Midas Shoes Visitors|Toto's Pizza House Visitors|Mecca Visitors|Borders Bookstores Visitors|Adidas Visitors|Grill'd Visitors|Cellarbrations Visitors|Wittner Visitors|Adairs Visitors|Strike Bowling Bar Visitors|RM Williams Visitors|Next Byte Visitors|Dimattina Coffee Visitors|TGI Friday's Visitors|King of Knives Visitors|Dymocks Visitors|Running Bare Visitors|Comfort INN Visitors|Zara Visitors|Vintage Shops Australia Visitors|Gami Visitors|Cbd Newsagents Visitors|Holiday Inn Visitors|STA Travel Visitors|Sheike Visitors|KFC Visitors|Dailies Lenses Stockists Visitors|Enzed Australia Visitors|Sheridan Visitors|Pepper Lunch Visitors|Ria Money Transfer Visitors|Subway Visitors|Mercure Hotel Visitors|Pancake Parlour Visitors|Seed Heritage Visitors|Celebrity Ink Tattoo Visitors|Bose Visitors|Bardot Visitors|Foot Locker Visitors|Samsung Visitors|Cue Visitors|Hotel Grand Chancellor Launceston Visitors|Pie Face Visitors|Shaver Shop Visitors|Don Don Visitors|Dainty Sichuan Visitors|Commonwealth Bank Visitors|Starbucks Visitors|Adventure Megastore Visitors|M.J. Bale Visitors|Sportscraft Visitors|Goodstart Early Learning Visitors|Tatts Lotto Visitors|Sushi Hub Visitors|Quest Serviced Apartments Visitors|Rubi Visitors|Aquila Visitors|Topshop Visitors|Under Armour Visitors|Smiggle Visitors|Schnitz Visitors|Centrelink Visitors|BP Visitors|Lorna Jane Visitors|Witchery Visitors|Universal Store Visitors|Westpac Visitors|Market Lane Coffee Visitors|APM Monaco Visitors|Rebel Visitors|General pants Visitors|McDonald's Visitors|Wilson Parking Visitors|Glue Store Visitors|Reject Shop Visitors|Soul Origin Visitors|Mad Mex Visitors|Joomak Visitors|Aje Visitors|Pullman Visitors|Sharetea Visitors|Ralph Lauren Visitors|Coda Visitors|ASX200 Visitors|Vicinity Centres Visitors|JD Sports Visitors|Juicy Bao Visitors|Australia Post Visitors|Aesop Visitors|My Chemist Visitors|Surf Dive 'N' Ski Visitors|L'Occitane Visitors|OPSM Visitors|Zimmermann Visitors|Rolld Visitors|VISA Visitors|Calibre Visitors|Calvin Klein Visitors|Forever New Visitors|Elle's Naturally Visitors|Hudsons Coffee Visitors|Bank of Melbourne Visitors|Hoyts Entertainment Visitors|Terry White Chemmart Visitors|Safeway Visitors|Laurent Boulangerie Patisserie Visitors|Mums And Babies Visitors|Oriental Spoon Visitors|Workspace 365 Visitors|Superdry Visitors|BWS Visitors|Gong Cha Visitors|Strathfield Visitors|Hype DC Visitors|San Churro Visitors|Hairhouse Visitors|Nike Visitors|yd Visitors|Sussan Visitors|Jo Mercer Visitors|Natio Stockists Visitors|Glassons Visitors|Anytime Fitness Visitors|Haigh's Visitors|Hungry Jack's Visitors|Colette by Colette Hayman Visitors|Toby's Estate Coffee Visitors|Sunglass Hut Visitors|Decjuba Visitors|Woolworths Visitors|Mister Minit Visitors|Bornga Visitors|IGA Visitors|The Athlete's Foot Visitors|Supre Visitors|Salsa's Visitors|Bonds Visitors|Oporto Visitors|7 Apples Visitors|Gloria Jean's Coffees Visitors|Snap Fitness Visitors|Cotton On Body Visitors|Kathmandu Visitors|Rexel Electrical Visitors|Yes Optus Visitors|Portmans Visitors|GYG Mexican Food Visitors|Telstra Visitors|Platypus Visitors|IGA Xpress Visitors|Sephora Visitors|Sass & Bide Visitors|The Body Shop Visitors|Medicare Visitors,Motels Visitors|Cinemas Visitors|Cycling Venue Visitors|Tattooing Visitors|Luxury Fashion Visitors|Career Counseling Visitors|Loans & Mortgages Company Visitors|Sporting Goods Shoppers|Physiotherapist Visitors|Internet Cafe Visitors|Burger Restaurant Visitors|Postal And Courier Visitors|Plastic Surgeons Visitors|Office Supplies Visitors|Deli Visitors|Healthy Food Shoppers|Cardiologists Visitors|Asian Cuisine Customers|Restaurant Visitors|Home Improvement & DIY Shoppers|Ice Cream Parlor Visitors|Telecommunication Services Visitors|Department Store Visitors|Shopping Area Visitors|Wine & Liquor Shoppers|Watches Visitors|Pediatricians Visitors|Recreation Centers Visitors|Camera Shoppers|Library Visitors|In-Market Automobile Buyers|Museum Visitors|Office Space Visitors|Bagel|Pretzel And Donut Shop Visitors|Home And Living Shoppers|Korean Cuisine Visitors|Luxury Hotel Visitors|Cafe And Lounge Visitors|Dentists Visitors|Electrical And Electronics Shoppers|Beauty Salons And Barbers Visitors|International Cuisine Visitors|Steakhouses Visitors|Optometrist Visitors|Arcade Visitors|City Hall Visitors|Budget Hotel Visitors|Embassy Visitors|Personal Care Visitors|Primary And Secondary Schools Visitors|Oral Surgeons Visitors|Cosmetics Shoppers|Convenience Store Visitors|Fast Food Restaurant Visitors|Used Car Showroom Visitors|Bridal Shoppers|Interior Design Visitors|Weight Loss And Nutritionists Visitors|Textiles Visitors|Farmers Market Visitors|Advertising And Marketing Visitors|Car And Van Rentals Visitors|Discount Store Visitors|Student Aid And Grants Visitors|Podiatrists Visitors|Tobacco And Vape Shop Visitors|Pet Store Shoppers|Gym And Fitness Centre Visitors|Lingerie Shoppers|Stadium And Arena Visitors|Upscale Hotel Visitors|Colleges And Universities Visitors|Yoga And Pilates Studio Visitors|Baby And Toddler Shoppers|Live Art Visitors|Post Office Visitors|Commercial Building Visitors|Kiosk Visitors|Meat And Seafood Shoppers|Repair Services Visitors|Real Estate Agency And Showroom Visitors|Bus Commuters|Italian Cuisine Visitors|Chinese Cuisine Customers|Car Rental Visitors|Handbag Shoppers|Music And Show Venues Visitors|Shopping Mall Visitors|Money Changer Visitors|Hospitals|Clinics And Medical Centers Visitors|Manicures And Pedicures Visitors|IT And Digital Lifestyle Shoppers|Tutoring And Educational Services Visitors|Car Service Center Visitors|Tanning Salons Visitors|Urologists Visitors|Japanese Cuisine Visitors|Hardware And Services Visitors|Car Wash Center Visitors|Supermarket Visitors|Computer Training Visitors|In-Market Motorcycle Buyers|Government Organizations And Associations Visitors|Spa Visitors|Doctors Visitors|Party Center Visitors|Pizza Restaurant Visitors|Newsstand Visitors|Park Visitors|Optician & Eyewear Visitors|Residential Building Visitors|Video Games Visitors|Grocery Store Visitors|Pubs And Night Clubs Visitors|Government Departments And Agencies Visitors|Hotels Visitors|Public And Social Services Visitors|Jewellery Shoppers|Mexican Cuisine Visitors|Electrical Equipment Visitors|Hostels Visitors|Entertainment Area Visitors|Petrol Station Visitors|Pharmacies Visitors|Day Care And Preschool Visitors|Sports Club Visitors|Financial Institution Visitors|Car Accessories Visitors|Tourist Area Visitors|Accessories Shoppers|Parking Area Visitors|Men's Fashion Shoppers|Laundry Visitors|Thai Cuisine Visitors|Music|Video And Dvd Shop Visitors|Karaoke Visitors|Vegan And Vegetarian Restaurant Visitors|Bowling Visitors|Variety Store Visitors|Juice Bar Visitors|Home Improvement Visitors|Gift Shoppers|Retail Fashion Shoppers|Zoo Visitors|Sunglasses Shoppers|Cake And Bakery Visitors|Community And Cultural Centre Visitors|Womens's Fashion Shoppers|Swimwear Visitors|Train Commuters|Malaysian Cuisine Visitors|Plumbing Company Visitors|Travel Agency Visitors|Bicycle Shop Visitors|Health And Diet Food Visitors|Places Of Worship Visitors|Ports Visitors|Sushi Restuarants Visitors|Clothing And Accessories Visitors|Indoor Games Visitors|Furniture Shoppers|Bookshop Visitors|Barbeque Restaurant Customers|Convention Centre Visitors|Gadgets|Mobile & Computer Shopper|Skin Care Visitors|Coworking Space Visitors|Chiropractors Visitors|Oncologists Visitors|Area Visitors|American Cuisine Customers|Veterinary Care Visitors|Government Office Visitors|Gastroenterologists Visitors|Footwear Shop Visitors|Cards And Stationery Shop Visitors,In-Market Insurance Buyers|Leisure Travellers|In-Market Academic Services|Family Leisure Enthusiasts|Parents|Frequent Cinema Goers|Frequent Local Mass Transit Traveler|New Home Buyer|In-Market Legal Services|Frequent Mall Shoppers|Frequent Nightlife Visitors|Automobile Owners|In-Market Travel|Serviced Apartments Travellers|Independent Hotels Travellers|Frequent Supermarket Shoppers|In-market Electronics Buyer|Sports Enthusiasts|Frequent Local Travellers|Beauty Enthusiasts|Wine Enthusiasts|Jewelry Enthusiasts|Tech Enthusiasts|Resort Hotel Visitors|In-market Furniture Buyer|Frequent Luxury Shopper|Frequent Train Travelers|3 Star Hotel Travellers|Frequent Pizza Restaurant Visitors|College Students|Tourist Diners|eSports Enthusiasts|Commuters|Budget Hotel Visitors|Frequent Gym Goers|Pet Enthusiasts|In-Market Wedding Planning|Frequent Pharmacy shoppers|New Parents|Tour Enthusiasts|In-Market Personal Loans|Parents of School Children|Auto Modification Enthusiasts|Health Enthusiasts|Yoga Enthusiasts|Gamers|In-Market Appliance Shoppers|Beer Enthusiasts|Working Parents|Budget Travellers|Job Seekers|DIY Enthusiasts|Home Movers|Affluent Consumers|Business Travellers|Frequent Fast Food Diners|Shopaholics|Family Travellers|Foodies|In-market Property Buyers|Chain Hotels Travellers|Bowling Enthusiasts|Frequent Coffee Shop Visitors,"$20,800 - $41,599",45-49,Female,Yes
021cf5c9-f23f-44ea-a234-8558dc32cf6b,Business|International News|Photography|Law|National News|News and Politics|Technology & Computing|Weather|Arts & Entertainment|Science|Local News,Cellarbrations Visitors,Wine & Liquor Shoppers|Primary And Secondary Schools Visitors,Parents of School Children|Family Leisure Enthusiasts|Working Parents|Parents,"$78,000 - $103,999",65-69,Male,Yes
09f9b780-7ed4-4318-a79b-828a92c4c0cb,Sports|Business|Law|Email|News and Politics|Technology & Computing|Hobbies & Interests|Football News|Shopping|Internet|World Cup,,,,,30-34,Female,Yes
0b442301-04c3-4de0-8462-154728a5b2c1,Sports|Law|News and Politics|Technology & Computing|Hobbies & Interests|Arts & Entertainment,Chemist Warehouse Visitors|Eureka Garages and Sheds Visitors|Nick Scali Visitors|Chanel Visitors|Cold Rock Ice Creamery Visitors|Coolaroo Hotel Visitors|Roxy Kebabs Visitors|Aldi Visitors|mycar Visitors|ibis Budget Visitors|Inglot Visitors|Lollipops Playland and Cafe Visitors|Cbd Newsagents Visitors|Gami Visitors|United Visitors|Plumbing Plus Visitors|Donut King Visitors|Smokin Joe's Visitors|TAB Visitors|Kia Visitors|Dan Murphy's Visitors|Dailies Lenses Stockists Visitors|Star Car Wash Visitors|KFC Visitors|Ferguson Plarre Bakehouses Visitors|Amart All Sports Visitors|Spotlight Australia Visitors|Ray White Visitors|Michael Hill Visitors|Carpet Court Visitors|Hello World Visitors|Optus Visitors|Pie Face Bakery Visitors|Ria Money Transfer Visitors|Tradelink Visitors|Shell Visitors|Subway Visitors|Barbeques Galore Visitors|Pancake Parlour Visitors|Novo Visitors|Cue Visitors|Sportsgirl Visitors|Essential Beauty Visitors|Tesla Destination Charging Visitors|Liquorland Visitors|Shaver Shop Visitors|Domino's Pizza Visitors|Commonwealth Bank Visitors|Angus & Coote Visitors|Starbucks Visitors|Ezycharge Visitors|The Reject Shop Visitors|Budget Eyewear Visitors|Goodstart Early Learning Visitors|Big W Visitors|Factorie Visitors|Tatts Lotto Visitors|Caltex Visitors|Sushi Hub Visitors|Raine & Horne Visitors|Bendigo Bank Visitors|7-Eleven Visitors|Audika Visitors|National Australia Bank Visitors|Harris Scarfe Visitors|Beaurepaires Visitors|Aussie Visitors|Caltex Woolworths Visitors|Suzuki Visitors|Pharmacy 4 Less Visitors|Schnitz Visitors|Centrelink Visitors|PharmaSave Visitors|Mimco Visitors|BP Visitors|Witchery Visitors|Nextra Visitors|The Professionals Visitors|Bras N Things Visitors|Westpac Visitors|Ray's Outdoors Visitors|UltraTune Visitors|Flight Centre Visitors|McDonald's Visitors|Hearing Australia Visitors|Sushi Sushi Visitors|Reject Shop Visitors|Muffin Break Visitors|Wild Bean Cafe Visitors|Priceline Pharmacy Visitors|Dior Visitors|Pizza Hut Visitors|Harcourts Visitors|Bunnings Visitors|Degani Visitors|Vicinity Centres Visitors|Middy's Visitors|Thirsty Camel Visitors|Australia Post Visitors|Nissan Visitors|Cash Converters Visitors|Krispy Kreme Visitors|Jetts Fitness Visitors|Pacific Smiles Visitors|Pedders Suspension Visitors|OPSM Visitors|Reece Plumbing Visitors|Bakers Delight Visitors|Hudsons Coffee Visitors|Rockmans Visitors|Bank of Melbourne Visitors|Coles Supermarket Visitors|Burger King Visitors|Ferragamo Visitors|Retravision Visitors|BWS Visitors|Raja Driving School Visitors|Actrol Parts Visitors|Hairhouse Visitors|Supercheap Auto Visitors|The Cheesecake Shop Visitors|Tiffany & Co Visitors|Natio Stockists Visitors|ANZ Visitors|Snooze Visitors|Anytime Fitness Visitors|Nando's Visitors|Hungry Jack's Visitors|Colette by Colette Hayman Visitors|F45 Training Visitors|Sunglass Hut Visitors|Woolworths Visitors|United Petroleum Visitors|Mister Minit Visitors|IGA Visitors|Pan Pacific Visitors|Boost Juice Visitors|Breadtop Visitors|Cartridge World Visitors|Vodafone Visitors|Oporto Visitors|Century 21 Visitors|Jaycar Visitors|Target Visitors|Betts Visitors|The Coffee Club Visitors|Foodworks Visitors|Paladino's Visitors|Godfrey Visitors|Ishka Visitors|Yes Optus Visitors|Telstra Visitors|Metricon Visitors|Spotlight Visitors|Armani Visitors|Cellarbrations Visitors|KMart Visitors|First National Visitors|Dick Smith Visitors|Kumon Visitors|Coles Express Visitors|Medicare Visitors|Harvey Norman Visitors|Millers Visitors|Holden Visitors|Super Cheap Auto Visitors,Pathologists Visitors|Luxury Fashion Visitors|Korean Car Showroom Visitors|Physiotherapist Visitors|Sporting Goods Shoppers|New Car Showroom Visitors|Football Venue Visitors|Burger Restaurant Visitors|Postal And Courier Visitors|Plastic Surgeons Visitors|Office Supplies Visitors|Deli Visitors|Healthy Food Shoppers|Restaurant Visitors|Asian Cuisine Customers|Home Improvement & DIY Shoppers|Ice Cream Parlor Visitors|Telecommunication Services Visitors|Department Store Visitors|Shopping Area Visitors|Wine & Liquor Shoppers|Watches Visitors|Miniature Golf Visitors|Factory And Warehouse Visitors|Truck Dealer Visitors|Recreation Centers Visitors|Combat Sports Venue Visitors|Library Visitors|In-Market Automobile Buyers|Bagel|Pretzel And Donut Shop Visitors|Airport Visitors|Home And Living Shoppers|Korean Cuisine Visitors|Cafe And Lounge Visitors|Luxury Hotel Visitors|Dentists Visitors|Electrical And Electronics Shoppers|Beauty Salons And Barbers Visitors|Carpet And Flooring Visitors|Wholesale Store Visitors|Steakhouses Visitors|Optometrist Visitors|Primary And Secondary Schools Visitors|Toys And Hobbies Shoppers|Cosmetics Shoppers|Convenience Store Visitors|Fast Food Restaurant Visitors|Used Car Showroom Visitors|Bridal Shoppers|Interior Design Visitors|Weight Loss And Nutritionists Visitors|Gymnastics Venue Visitors|Textiles Visitors|Car And Van Rentals Visitors|Podiatrists Visitors|Student Aid And Grants Visitors|Tobacco And Vape Shop Visitors|Pet Store Shoppers|Lingerie Shoppers|Gym And Fitness Centre Visitors|Stadium And Arena Visitors|Food And Beverage Production Visitors|Baby And Toddler Shoppers|Live Art Visitors|Post Office Visitors|Meat And Seafood Shoppers|Kiosk Visitors|Commercial Building Visitors|Camping Area Visitors|Repair Services Visitors|Real Estate Agency And Showroom Visitors|Bus Commuters|Car Rental Visitors|Handbag Shoppers|Music And Show Venues Visitors|Shopping Mall Visitors|Manicures And Pedicures Visitors|Hospitals|Clinics And Medical Centers Visitors|Tutoring And Educational Services Visitors|Car Service Center Visitors|Japanese Cuisine Visitors|Hardware And Services Visitors|Nursing Home Visitors|Car Wash Center Visitors|Supermarket Visitors|Arts And Crafts Shop Visitors|Computer Training Visitors|Government Organizations And Associations Visitors|Spa Visitors|Doctors Visitors|Party Center Visitors|Sports Car Showroom Visitors|Pizza Restaurant Visitors|Newsstand Visitors|Park Visitors|Luxury Car Showroom Visitors|Optician & Eyewear Visitors|Racing Venue Visitors|Asian Car Showroom Visitors|Residential Building Visitors|Grocery Store Visitors|Government Departments And Agencies Visitors|Pubs And Night Clubs Visitors|Hotels Visitors|Psychiatrists Visitors|Public And Social Services Visitors|Jewellery Shoppers|Electrical Equipment Visitors|Hostels Visitors|Hearing Aid Center Visitors|Petrol Station Visitors|Pharmacies Visitors|Day Care And Preschool Visitors|Sports Club Visitors|Scuba Diving Venue Visitors|Financial Institution Visitors|Theme Parks Visitors|Car Accessories Visitors|Accessories Shoppers|Golf Course Visitors|Lighting Fixtures Visitors|Japanese Car Showroom Visitors|Parking Area Visitors|Men's Fashion Shoppers|Music|Video And Dvd Shop Visitors|Vegan And Vegetarian Restaurant Visitors|Bowling Visitors|Juice Bar Visitors|Driving Schools Visitors|Home Improvement Visitors|Gift Shoppers|Retail Fashion Shoppers|Cake And Bakery Visitors|Sunglasses Shoppers|Community And Cultural Centre Visitors|Womens's Fashion Shoppers|Radiologists Visitors|Train Commuters|Plumbing Company Visitors|Travel Agency Visitors|Health And Diet Food Visitors|Places Of Worship Visitors|Ports Visitors|Truck Rental Visitors|Sushi Restuarants Visitors|Clothing And Accessories Visitors|Furniture Shoppers|Bookshop Visitors|Barbeque Restaurant Customers|Gadgets|Mobile & Computer Shopper|Martial Arts Venue Visitors|Skin Care Visitors|Water Sports Venue Visitors|Chiropractors Visitors|Oncologists Visitors|Coupe Showroom Visitors|Area Visitors|American Cuisine Customers|SUV Showroom Visitors|Veterinary Care Visitors|Tennis Court Visitors|Government Office Visitors|Midscale Hotel Visitors|Electric Car Showroom Visitors|Footwear Shop Visitors,In-Market Insurance Buyers|Camping Destinations Travellers|In-Market Academic Services|Family Leisure Enthusiasts|Parents|Business Class Travellers|New Home Buyer|Frequent Local Mass Transit Traveler|Frequent Mall Shoppers|Business/First Class Lounge Visitors|Frequent Nightlife Visitors|Automobile Owners|In-Market Travel|Serviced Apartments Travellers|Frequent Supermarket Shoppers|In-market Electronics Buyer|Frequent Local Travellers|Sports Enthusiasts|Beauty Enthusiasts|Wine Enthusiasts|Jewelry Enthusiasts|Tech Enthusiasts|Resort Hotel Visitors|In-market Furniture Buyer|Frequent Luxury Shopper|Frequent Train Travelers|Frequent Pizza Restaurant Visitors|Tourist Diners|Commuters|Budget Hotel Visitors|Frequent Gym Goers|Pet Enthusiasts|In-Market Wedding Planning|Frequent Pharmacy shoppers|New Parents|Tour Enthusiasts|In-Market Personal Loans|Parents of School Children|Auto Modification Enthusiasts|Health Enthusiasts|Golf Enthusiasts|In-Market Appliance Shoppers|Mixed Martial Arts Enthusiasts|Beer Enthusiasts|Working Parents|Budget Travellers|Theme Park Enthusiasts|DIY Enthusiasts|Home Movers|Affluent Consumers|Business Travellers|Premium Airline Traveller|Frequent Fast Food Diners|Shopaholics|Family Travellers|Foodies|In-market Property Buyers|Chain Hotels Travellers|Bowling Enthusiasts|Frequent Coffee Shop Visitors,,75-79,Female,Yes
0d68e10a-fa64-45ee-9411-62c5f5544d5f,Business|Law|Logistics|Shopping|Automotive|Auto Buying and Selling,,,,"$104,000 - $155,999",60-64,Male,Yes
